"","x"
"ENSMUSG00000005774",3727
"ENSMUSG00000005779",37937
"ENSMUSG00000005800",9473
"ENSMUSG00000005802",12
"ENSMUSG00000005803",472
"ENSMUSG00000005804",5086
"ENSMUSG00000005813",14960
"ENSMUSG00000005823",8018
"ENSMUSG00000005824",566
"ENSMUSG00000005836",2
"ENSMUSG00000005846",62595
"ENSMUSG00000005864",0
"ENSMUSG00000005871",15455
"ENSMUSG00000005873",15760
"ENSMUSG00000005881",26863
"ENSMUSG00000005882",11552
"ENSMUSG00000005883",0
"ENSMUSG00000005886",19371
"ENSMUSG00000005891",0
"ENSMUSG00000005892",0
"ENSMUSG00000005893",21357
"ENSMUSG00000005897",3303
"ENSMUSG00000005899",15175
"ENSMUSG00000005907",6562
"ENSMUSG00000005917",0
"ENSMUSG00000005936",14221
"ENSMUSG00000005947",281
"ENSMUSG00000005949",1827
"ENSMUSG00000005950",110
"ENSMUSG00000005951",239
"ENSMUSG00000005952",0
"ENSMUSG00000005958",0
"ENSMUSG00000005968",1043
"ENSMUSG00000005973",8726
"ENSMUSG00000005980",2574
"ENSMUSG00000005981",44329
"ENSMUSG00000005982",10190
"ENSMUSG00000005983",1367
"ENSMUSG00000005986",1207
"ENSMUSG00000005994",1
"ENSMUSG00000006005",63204
"ENSMUSG00000006007",6
"ENSMUSG00000006010",10698
"ENSMUSG00000006014",246
"ENSMUSG00000006019",3533
"ENSMUSG00000006021",3948
"ENSMUSG00000006024",28109
"ENSMUSG00000006050",12901
"ENSMUSG00000006056",0
"ENSMUSG00000006057",3052
"ENSMUSG00000006058",9401
"ENSMUSG00000006095",12134
"ENSMUSG00000006127",11377
"ENSMUSG00000006134",14001
"ENSMUSG00000006143",0
"ENSMUSG00000006154",1187
"ENSMUSG00000006169",26108
"ENSMUSG00000006179",10643
"ENSMUSG00000006191",10432
"ENSMUSG00000006200",0
"ENSMUSG00000006204",1
"ENSMUSG00000006205",1
"ENSMUSG00000006215",6985
"ENSMUSG00000006216",2
"ENSMUSG00000006218",0
"ENSMUSG00000006219",20
"ENSMUSG00000006221",0
"ENSMUSG00000006235",66
"ENSMUSG00000006241",123
"ENSMUSG00000006262",6671
"ENSMUSG00000006269",6
"ENSMUSG00000006270",0
"ENSMUSG00000006273",34859
"ENSMUSG00000006276",13627
"ENSMUSG00000006281",15140
"ENSMUSG00000006288",10431
"ENSMUSG00000006289",16254
"ENSMUSG00000006299",28259
"ENSMUSG00000006301",11223
"ENSMUSG00000006304",128737
"ENSMUSG00000006307",10347
"ENSMUSG00000006310",82
"ENSMUSG00000006311",3
"ENSMUSG00000006313",58
"ENSMUSG00000006315",18264
"ENSMUSG00000006333",128452
"ENSMUSG00000006335",2530
"ENSMUSG00000006342",44
"ENSMUSG00000006344",305
"ENSMUSG00000006345",83
"ENSMUSG00000006356",143
"ENSMUSG00000006360",8294
"ENSMUSG00000006362",13128
"ENSMUSG00000006369",11
"ENSMUSG00000006373",20598
"ENSMUSG00000006378",3121
"ENSMUSG00000006386",3
"ENSMUSG00000006389",1
"ENSMUSG00000006390",23423
"ENSMUSG00000006392",11894
"ENSMUSG00000006395",1723
"ENSMUSG00000006398",24290
"ENSMUSG00000006403",10
"ENSMUSG00000006411",96
"ENSMUSG00000006412",6006
"ENSMUSG00000006418",18156
"ENSMUSG00000006423",5620
"ENSMUSG00000006435",9
"ENSMUSG00000006442",61898
"ENSMUSG00000006445",35
"ENSMUSG00000006456",14424
"ENSMUSG00000006457",17
"ENSMUSG00000006462",5
"ENSMUSG00000006463",1535
"ENSMUSG00000006464",1077
"ENSMUSG00000006469",1
"ENSMUSG00000006471",2916
"ENSMUSG00000006476",5158
"ENSMUSG00000006488",0
"ENSMUSG00000006490",0
"ENSMUSG00000006494",16635
"ENSMUSG00000006498",60307
"ENSMUSG00000006517",5437
"ENSMUSG00000006519",40584
"ENSMUSG00000006522",1
"ENSMUSG00000006526",2899
"ENSMUSG00000006527",7414
"ENSMUSG00000006529",1
"ENSMUSG00000006538",36
"ENSMUSG00000006542",13
"ENSMUSG00000006546",0
"ENSMUSG00000006567",19
"ENSMUSG00000006570",0
"ENSMUSG00000006574",3
"ENSMUSG00000006575",141
"ENSMUSG00000006576",11
"ENSMUSG00000006585",24902
"ENSMUSG00000006586",1
"ENSMUSG00000006587",29
"ENSMUSG00000006589",24518
"ENSMUSG00000006599",12017
"ENSMUSG00000006611",1541
"ENSMUSG00000006638",96
"ENSMUSG00000006641",1459
"ENSMUSG00000006642",1
"ENSMUSG00000006649",41
"ENSMUSG00000006651",51
"ENSMUSG00000006673",22377
"ENSMUSG00000006675",563
"ENSMUSG00000006676",25675
"ENSMUSG00000006678",50471
"ENSMUSG00000006699",71836
"ENSMUSG00000006705",10155
"ENSMUSG00000006711",6
"ENSMUSG00000006715",19388
"ENSMUSG00000006717",3525
"ENSMUSG00000006720",2608
"ENSMUSG00000006724",25
"ENSMUSG00000006728",129023
"ENSMUSG00000006731",18508
"ENSMUSG00000006732",8820
"ENSMUSG00000006736",13409
"ENSMUSG00000006740",39079
"ENSMUSG00000006763",10757
"ENSMUSG00000006764",4
"ENSMUSG00000006777",0
"ENSMUSG00000006782",8869
"ENSMUSG00000006784",186
"ENSMUSG00000006800",511
"ENSMUSG00000006818",26910
"ENSMUSG00000006850",4249
"ENSMUSG00000006906",5748
"ENSMUSG00000006920",7740
"ENSMUSG00000006930",15
"ENSMUSG00000006931",110
"ENSMUSG00000006932",30781
"ENSMUSG00000006941",8190
"ENSMUSG00000006948",0
"ENSMUSG00000006958",1
"ENSMUSG00000006998",36606
"ENSMUSG00000007021",28
"ENSMUSG00000007029",46139
"ENSMUSG00000007030",121
"ENSMUSG00000007033",56
"ENSMUSG00000007034",254
"ENSMUSG00000007035",889
"ENSMUSG00000007036",7800
"ENSMUSG00000007038",6813
"ENSMUSG00000007039",5321
"ENSMUSG00000007041",57970
"ENSMUSG00000007050",10841
"ENSMUSG00000007080",29611
"ENSMUSG00000007097",3
"ENSMUSG00000007107",0
"ENSMUSG00000007122",240
"ENSMUSG00000007207",110
"ENSMUSG00000007209",0
"ENSMUSG00000007216",1682
"ENSMUSG00000007279",0
"ENSMUSG00000007338",11982
"ENSMUSG00000007379",820
"ENSMUSG00000007411",19151
"ENSMUSG00000007415",9121
"ENSMUSG00000007440",0
"ENSMUSG00000007457",0
"ENSMUSG00000007458",33342
"ENSMUSG00000007476",427
"ENSMUSG00000007480",938
"ENSMUSG00000007564",33779
"ENSMUSG00000007570",4457
"ENSMUSG00000007589",8966
"ENSMUSG00000007591",72
"ENSMUSG00000007594",82
"ENSMUSG00000007603",8738
"ENSMUSG00000007610",3622
"ENSMUSG00000007613",8488
"ENSMUSG00000007617",3151
"ENSMUSG00000007646",1327
"ENSMUSG00000007653",1
"ENSMUSG00000007655",1166
"ENSMUSG00000007656",12631
"ENSMUSG00000007659",5535
"ENSMUSG00000007670",14450
"ENSMUSG00000007682",87
"ENSMUSG00000007721",10973
"ENSMUSG00000007739",96742
"ENSMUSG00000007777",4574
"ENSMUSG00000007783",42
"ENSMUSG00000007805",0
"ENSMUSG00000007812",11515
"ENSMUSG00000007815",23851
"ENSMUSG00000007817",34849
"ENSMUSG00000007827",8275
"ENSMUSG00000007833",12196
"ENSMUSG00000007836",14717
"ENSMUSG00000007837",369
"ENSMUSG00000007850",79720
"ENSMUSG00000007867",113
"ENSMUSG00000007872",6
"ENSMUSG00000007877",11
"ENSMUSG00000007880",58099
"ENSMUSG00000007888",3
"ENSMUSG00000007891",19950
"ENSMUSG00000007892",68713
"ENSMUSG00000007907",0
"ENSMUSG00000007908",15945
"ENSMUSG00000007944",1
"ENSMUSG00000007946",0
"ENSMUSG00000007950",4213
"ENSMUSG00000007987",4969
"ENSMUSG00000007989",25
"ENSMUSG00000008028",101
"ENSMUSG00000008035",8261
"ENSMUSG00000008036",12688
"ENSMUSG00000008090",490
"ENSMUSG00000008129",233
"ENSMUSG00000008136",3
"ENSMUSG00000008140",14536
"ENSMUSG00000008153",33
"ENSMUSG00000008167",1497
"ENSMUSG00000008193",11
"ENSMUSG00000008200",23395
"ENSMUSG00000008206",565
"ENSMUSG00000008226",2512
"ENSMUSG00000008301",10595
"ENSMUSG00000008305",1835
"ENSMUSG00000008307",9615
"ENSMUSG00000008318",4798
"ENSMUSG00000008333",10804
"ENSMUSG00000008348",13128
"ENSMUSG00000008373",21366
"ENSMUSG00000008384",1278
"ENSMUSG00000008393",2888
"ENSMUSG00000008398",15404
"ENSMUSG00000008429",6063
"ENSMUSG00000008435",3952
"ENSMUSG00000008438",61
"ENSMUSG00000008450",639
"ENSMUSG00000008461",2
"ENSMUSG00000008475",48032
"ENSMUSG00000008482",44
"ENSMUSG00000008489",2
"ENSMUSG00000008496",2214
"ENSMUSG00000008540",9
"ENSMUSG00000008575",0
"ENSMUSG00000008590",0
"ENSMUSG00000008601",73
"ENSMUSG00000008604",16626
"ENSMUSG00000008658",0
"ENSMUSG00000008668",24225
"ENSMUSG00000008682",7425
"ENSMUSG00000008683",39338
"ENSMUSG00000008690",32370
"ENSMUSG00000008730",22166
"ENSMUSG00000008734",3
"ENSMUSG00000008763",11978
"ENSMUSG00000008789",0
"ENSMUSG00000008813",1
"ENSMUSG00000008822",3052
"ENSMUSG00000008843",1
"ENSMUSG00000008845",2236
"ENSMUSG00000008855",5470
"ENSMUSG00000008859",5733
"ENSMUSG00000008874",0
"ENSMUSG00000008892",9506
"ENSMUSG00000008932",4
"ENSMUSG00000008958",10688
"ENSMUSG00000008976",7784
"ENSMUSG00000008999",1
"ENSMUSG00000009013",23270
"ENSMUSG00000009030",9995
"ENSMUSG00000009035",5909
"ENSMUSG00000009047",0
"ENSMUSG00000009070",3
"ENSMUSG00000009073",17511
"ENSMUSG00000009075",11
"ENSMUSG00000009076",3305
"ENSMUSG00000009079",36785
"ENSMUSG00000009090",12627
"ENSMUSG00000009092",316
"ENSMUSG00000009093",0
"ENSMUSG00000009097",4
"ENSMUSG00000009108",773
"ENSMUSG00000009112",12612
"ENSMUSG00000009114",3
"ENSMUSG00000009115",1
"ENSMUSG00000009145",731
"ENSMUSG00000009185",0
"ENSMUSG00000009207",6645
"ENSMUSG00000009210",94
"ENSMUSG00000009214",119
"ENSMUSG00000009216",10
"ENSMUSG00000009246",44
"ENSMUSG00000009248",167
"ENSMUSG00000009281",15
"ENSMUSG00000009291",17806
"ENSMUSG00000009292",5069
"ENSMUSG00000009293",8228
"ENSMUSG00000009350",47627
"ENSMUSG00000009356",129
"ENSMUSG00000009376",6344
"ENSMUSG00000009378",2925
"ENSMUSG00000009394",38
"ENSMUSG00000009406",2667
"ENSMUSG00000009418",1166
"ENSMUSG00000009470",28842
"ENSMUSG00000009471",2
"ENSMUSG00000009487",1
"ENSMUSG00000009535",23446
"ENSMUSG00000009545",13
"ENSMUSG00000009549",20282
"ENSMUSG00000009551",93
"ENSMUSG00000009555",19444
"ENSMUSG00000009563",6250
"ENSMUSG00000009566",6932
"ENSMUSG00000009569",7311
"ENSMUSG00000009575",102795
"ENSMUSG00000009580",0
"ENSMUSG00000009585",36108
"ENSMUSG00000009588",0
"ENSMUSG00000009596",8
"ENSMUSG00000009614",249
"ENSMUSG00000009621",4242
"ENSMUSG00000009628",207
"ENSMUSG00000009630",17547
"ENSMUSG00000009633",2
"ENSMUSG00000009640",4965
"ENSMUSG00000009646",9
"ENSMUSG00000009647",6213
"ENSMUSG00000009654",6
"ENSMUSG00000009670",7
"ENSMUSG00000009681",17332
"ENSMUSG00000009687",39991
"ENSMUSG00000009731",119
"ENSMUSG00000009733",1358
"ENSMUSG00000009734",1
"ENSMUSG00000009739",1
"ENSMUSG00000009741",13735
"ENSMUSG00000009772",5760
"ENSMUSG00000009828",7115
"ENSMUSG00000009863",39034
"ENSMUSG00000009876",6
"ENSMUSG00000009894",7766
"ENSMUSG00000009900",0
"ENSMUSG00000009905",10810
"ENSMUSG00000009907",23028
"ENSMUSG00000009927",16685
"ENSMUSG00000009941",1
"ENSMUSG00000009995",14772
"ENSMUSG00000010021",559
"ENSMUSG00000010025",3737
"ENSMUSG00000010044",54
"ENSMUSG00000010045",4923
"ENSMUSG00000010047",5875
"ENSMUSG00000010048",13150
"ENSMUSG00000010051",106
"ENSMUSG00000010054",2696
"ENSMUSG00000010057",3737
"ENSMUSG00000010064",0
"ENSMUSG00000010066",7
"ENSMUSG00000010067",2622
"ENSMUSG00000010080",4
"ENSMUSG00000010086",0
"ENSMUSG00000010095",35007
"ENSMUSG00000010097",39240
"ENSMUSG00000010110",11989
"ENSMUSG00000010122",15
"ENSMUSG00000010136",1
"ENSMUSG00000010142",15536
"ENSMUSG00000010154",50
"ENSMUSG00000010175",0
"ENSMUSG00000010205",7
"ENSMUSG00000010277",54700
"ENSMUSG00000010290",6414
"ENSMUSG00000010307",870
"ENSMUSG00000010311",1
"ENSMUSG00000010342",117
"ENSMUSG00000010358",4372
"ENSMUSG00000010362",2968
"ENSMUSG00000010376",25732
"ENSMUSG00000010392",8171
"ENSMUSG00000010406",7607
"ENSMUSG00000010435",2
"ENSMUSG00000010453",11024
"ENSMUSG00000010461",0
"ENSMUSG00000010476",2
"ENSMUSG00000010492",432
"ENSMUSG00000010505",2
"ENSMUSG00000010517",41478
"ENSMUSG00000010529",0
"ENSMUSG00000010538",887
"ENSMUSG00000010554",13112
"ENSMUSG00000010592",12
"ENSMUSG00000010601",0
"ENSMUSG00000010607",2937
"ENSMUSG00000010608",67020
"ENSMUSG00000010609",4200
"ENSMUSG00000010651",1
"ENSMUSG00000010660",0
"ENSMUSG00000010663",13939
"ENSMUSG00000010721",821
"ENSMUSG00000010751",2583
"ENSMUSG00000010755",12130
"ENSMUSG00000010760",0
"ENSMUSG00000010796",0
"ENSMUSG00000010797",0
"ENSMUSG00000010803",0
"ENSMUSG00000010825",7
"ENSMUSG00000010830",662
"ENSMUSG00000010841",42
"ENSMUSG00000010911",3752
"ENSMUSG00000010914",5752
"ENSMUSG00000010936",13683
"ENSMUSG00000011008",132
"ENSMUSG00000011034",0
"ENSMUSG00000011052",1
"ENSMUSG00000011096",2285
"ENSMUSG00000011114",8327
"ENSMUSG00000011118",9
"ENSMUSG00000011148",17391
"ENSMUSG00000011154",0
"ENSMUSG00000011158",9723
"ENSMUSG00000011171",259
"ENSMUSG00000011179",23439
"ENSMUSG00000011254",2676
"ENSMUSG00000011256",1
"ENSMUSG00000011257",2885
"ENSMUSG00000011263",555
"ENSMUSG00000011267",2381
"ENSMUSG00000011305",15
"ENSMUSG00000011306",7541
"ENSMUSG00000011349",80
"ENSMUSG00000011350",249
"ENSMUSG00000011382",8493
"ENSMUSG00000011427",1986
"ENSMUSG00000011463",0
"ENSMUSG00000011486",2
"ENSMUSG00000011589",0
"ENSMUSG00000011632",4
"ENSMUSG00000011658",1540
"ENSMUSG00000011751",38
"ENSMUSG00000011752",2966
"ENSMUSG00000011831",5030
"ENSMUSG00000011832",2047
"ENSMUSG00000011837",4340
"ENSMUSG00000011877",9970
"ENSMUSG00000011884",11213
"ENSMUSG00000011958",23334
"ENSMUSG00000011960",18454
"ENSMUSG00000012017",153
"ENSMUSG00000012042",1
"ENSMUSG00000012076",3815
"ENSMUSG00000012114",14399
"ENSMUSG00000012117",12360
"ENSMUSG00000012123",179
"ENSMUSG00000012126",2814
"ENSMUSG00000012187",0
"ENSMUSG00000012211",8
"ENSMUSG00000012282",0
"ENSMUSG00000012296",4663
"ENSMUSG00000012350",1
"ENSMUSG00000012396",1
"ENSMUSG00000012405",10239
"ENSMUSG00000012422",19339
"ENSMUSG00000012428",1308
"ENSMUSG00000012429",7822
"ENSMUSG00000012443",27514
"ENSMUSG00000012483",11378
"ENSMUSG00000012519",16784
"ENSMUSG00000012520",0
"ENSMUSG00000012535",25215
"ENSMUSG00000012609",10617
"ENSMUSG00000012640",5609
"ENSMUSG00000012705",1
"ENSMUSG00000012777",62
"ENSMUSG00000012819",320
"ENSMUSG00000012848",498196
"ENSMUSG00000012889",31
"ENSMUSG00000013033",3904
"ENSMUSG00000013076",28
"ENSMUSG00000013083",14
"ENSMUSG00000013089",3855
"ENSMUSG00000013091",44
"ENSMUSG00000013150",1334
"ENSMUSG00000013155",7187
"ENSMUSG00000013158",28
"ENSMUSG00000013160",21847
"ENSMUSG00000013236",60545
"ENSMUSG00000013275",4222
"ENSMUSG00000013338",0
"ENSMUSG00000013353",2
"ENSMUSG00000013367",28
"ENSMUSG00000013415",2
"ENSMUSG00000013418",160
"ENSMUSG00000013419",34
"ENSMUSG00000013465",16475
"ENSMUSG00000013483",24
"ENSMUSG00000013495",7577
"ENSMUSG00000013523",9
"ENSMUSG00000013539",3406
"ENSMUSG00000013562",347
"ENSMUSG00000013584",1
"ENSMUSG00000013593",38825
"ENSMUSG00000013611",8
"ENSMUSG00000013622",8184
"ENSMUSG00000013629",58481
"ENSMUSG00000013643",0
"ENSMUSG00000013646",3621
"ENSMUSG00000013653",0
"ENSMUSG00000013662",17806
"ENSMUSG00000013663",64883
"ENSMUSG00000013668",0
"ENSMUSG00000013698",1902
"ENSMUSG00000013701",1671
"ENSMUSG00000013707",6928
"ENSMUSG00000013736",15391
"ENSMUSG00000013766",0
"ENSMUSG00000013787",12458
"ENSMUSG00000013822",9623
"ENSMUSG00000013833",18185
"ENSMUSG00000013846",4591
"ENSMUSG00000013858",3498
"ENSMUSG00000013878",1285
"ENSMUSG00000013921",3
"ENSMUSG00000013928",53
"ENSMUSG00000013936",8
"ENSMUSG00000013973",1146
"ENSMUSG00000013974",89
"ENSMUSG00000013997",2529
"ENSMUSG00000014030",241
"ENSMUSG00000014039",5956
"ENSMUSG00000014074",10858
"ENSMUSG00000014075",5551
"ENSMUSG00000014077",8889
"ENSMUSG00000014104",0
"ENSMUSG00000014158",19
"ENSMUSG00000014164",80
"ENSMUSG00000014177",5829
"ENSMUSG00000014195",25776
"ENSMUSG00000014198",27
"ENSMUSG00000014226",43986
"ENSMUSG00000014232",2364
"ENSMUSG00000014243",1409
"ENSMUSG00000014245",3503
"ENSMUSG00000014294",18058
"ENSMUSG00000014301",586
"ENSMUSG00000014303",1225
"ENSMUSG00000014313",28049
"ENSMUSG00000014329",2
"ENSMUSG00000014349",8187
"ENSMUSG00000014351",5
"ENSMUSG00000014353",3883
"ENSMUSG00000014355",49933
"ENSMUSG00000014361",0
"ENSMUSG00000014402",10775
"ENSMUSG00000014418",5402
"ENSMUSG00000014426",7106
"ENSMUSG00000014444",31155
"ENSMUSG00000014453",0
"ENSMUSG00000014470",5493
"ENSMUSG00000014496",24184
"ENSMUSG00000014498",32164
"ENSMUSG00000014503",442
"ENSMUSG00000014504",14833
"ENSMUSG00000014529",20
"ENSMUSG00000014542",0
"ENSMUSG00000014543",18
"ENSMUSG00000014547",27819
"ENSMUSG00000014550",7510
"ENSMUSG00000014551",8946
"ENSMUSG00000014554",6542
"ENSMUSG00000014592",5161
"ENSMUSG00000014599",68
"ENSMUSG00000014601",6610
"ENSMUSG00000014602",0
"ENSMUSG00000014603",0
"ENSMUSG00000014606",22892
"ENSMUSG00000014609",10
"ENSMUSG00000014633",3464
"ENSMUSG00000014668",8473
"ENSMUSG00000014686",149
"ENSMUSG00000014704",261
"ENSMUSG00000014725",3
"ENSMUSG00000014747",36
"ENSMUSG00000014748",9722
"ENSMUSG00000014763",14397
"ENSMUSG00000014767",11521
"ENSMUSG00000014769",68155
"ENSMUSG00000014771",0
"ENSMUSG00000014773",163
"ENSMUSG00000014776",37
"ENSMUSG00000014778",2560
"ENSMUSG00000014782",15
"ENSMUSG00000014786",688
"ENSMUSG00000014791",1492
"ENSMUSG00000014813",15
"ENSMUSG00000014837",1043
"ENSMUSG00000014846",114
"ENSMUSG00000014850",9483
"ENSMUSG00000014852",9
"ENSMUSG00000014856",9646
"ENSMUSG00000014859",18486
"ENSMUSG00000014867",61673
"ENSMUSG00000014873",5260
"ENSMUSG00000014905",2215
"ENSMUSG00000014907",3827
"ENSMUSG00000014932",4
"ENSMUSG00000014956",41530
"ENSMUSG00000014959",19285
"ENSMUSG00000014980",3384
"ENSMUSG00000015001",18
"ENSMUSG00000015002",16705
"ENSMUSG00000015013",5976
"ENSMUSG00000015016",3486
"ENSMUSG00000015023",4436
"ENSMUSG00000015027",4551
"ENSMUSG00000015053",869
"ENSMUSG00000015083",948
"ENSMUSG00000015085",2
"ENSMUSG00000015087",21596
"ENSMUSG00000015090",3745
"ENSMUSG00000015092",16510
"ENSMUSG00000015093",184
"ENSMUSG00000015094",2
"ENSMUSG00000015095",7883
"ENSMUSG00000015112",4259
"ENSMUSG00000015120",26524
"ENSMUSG00000015126",3925
"ENSMUSG00000015127",3320
"ENSMUSG00000015133",18011
"ENSMUSG00000015134",373
"ENSMUSG00000015143",1186
"ENSMUSG00000015149",5076
"ENSMUSG00000015165",48587
"ENSMUSG00000015176",48168
"ENSMUSG00000015189",7059
"ENSMUSG00000015202",1089
"ENSMUSG00000015214",4543
"ENSMUSG00000015217",3876
"ENSMUSG00000015222",14
"ENSMUSG00000015224",2
"ENSMUSG00000015242",145
"ENSMUSG00000015243",1983
"ENSMUSG00000015247",49645
"ENSMUSG00000015289",8384
"ENSMUSG00000015290",14150
"ENSMUSG00000015291",15925
"ENSMUSG00000015305",728
"ENSMUSG00000015312",676
"ENSMUSG00000015314",14
"ENSMUSG00000015316",17
"ENSMUSG00000015335",4355
"ENSMUSG00000015337",1260
"ENSMUSG00000015340",10
"ENSMUSG00000015341",7790
"ENSMUSG00000015342",2131
"ENSMUSG00000015354",2
"ENSMUSG00000015355",28611
"ENSMUSG00000015357",6936
"ENSMUSG00000015363",11289
"ENSMUSG00000015365",1
"ENSMUSG00000015377",1459
"ENSMUSG00000015396",0
"ENSMUSG00000015401",0
"ENSMUSG00000015405",3
"ENSMUSG00000015437",0
"ENSMUSG00000015441",0
"ENSMUSG00000015443",0
"ENSMUSG00000015451",85
"ENSMUSG00000015452",330
"ENSMUSG00000015461",12081
"ENSMUSG00000015467",130
"ENSMUSG00000015468",249
"ENSMUSG00000015474",1333
"ENSMUSG00000015476",4
"ENSMUSG00000015478",6351
"ENSMUSG00000015484",2
"ENSMUSG00000015488",4347
"ENSMUSG00000015501",2177
"ENSMUSG00000015519",0
"ENSMUSG00000015522",8567
"ENSMUSG00000015533",24
"ENSMUSG00000015536",3464
"ENSMUSG00000015542",2649
"ENSMUSG00000015568",75
"ENSMUSG00000015575",22944
"ENSMUSG00000015579",1
"ENSMUSG00000015597",8618
"ENSMUSG00000015599",239
"ENSMUSG00000015605",7746
"ENSMUSG00000015619",8882
"ENSMUSG00000015627",0
"ENSMUSG00000015647",2033
"ENSMUSG00000015652",0
"ENSMUSG00000015653",0
"ENSMUSG00000015656",70757
"ENSMUSG00000015659",1235
"ENSMUSG00000015665",0
"ENSMUSG00000015668",7203
"ENSMUSG00000015671",49737
"ENSMUSG00000015672",6761
"ENSMUSG00000015697",21354
"ENSMUSG00000015702",5738
"ENSMUSG00000015709",7
"ENSMUSG00000015711",4196
"ENSMUSG00000015714",49740
"ENSMUSG00000015721",2
"ENSMUSG00000015733",62899
"ENSMUSG00000015745",1927
"ENSMUSG00000015747",2049
"ENSMUSG00000015748",9760
"ENSMUSG00000015749",33030
"ENSMUSG00000015750",870
"ENSMUSG00000015755",25718
"ENSMUSG00000015757",17275
"ENSMUSG00000015759",16479
"ENSMUSG00000015766",16
"ENSMUSG00000015776",5804
"ENSMUSG00000015787",0
"ENSMUSG00000015790",6041
"ENSMUSG00000015804",15348
"ENSMUSG00000015806",14680
"ENSMUSG00000015812",98
"ENSMUSG00000015829",71
"ENSMUSG00000015837",44031
"ENSMUSG00000015839",14782
"ENSMUSG00000015843",0
"ENSMUSG00000015846",1147
"ENSMUSG00000015850",272
"ENSMUSG00000015852",13
"ENSMUSG00000015854",0
"ENSMUSG00000015869",18583
"ENSMUSG00000015879",41
"ENSMUSG00000015880",24086
"ENSMUSG00000015882",10177
"ENSMUSG00000015889",28406
"ENSMUSG00000015890",27
"ENSMUSG00000015932",9853
"ENSMUSG00000015937",143669
"ENSMUSG00000015942",4023
"ENSMUSG00000015943",8083
"ENSMUSG00000015944",346
"ENSMUSG00000015947",18
"ENSMUSG00000015950",33642
"ENSMUSG00000015957",3
"ENSMUSG00000015961",25339
"ENSMUSG00000015962",47
"ENSMUSG00000015966",321
"ENSMUSG00000015968",157
"ENSMUSG00000015970",328
"ENSMUSG00000015971",9082
"ENSMUSG00000015980",954
"ENSMUSG00000015981",142
"ENSMUSG00000015994",16021
"ENSMUSG00000016018",24917
"ENSMUSG00000016024",2461
"ENSMUSG00000016028",6134
"ENSMUSG00000016087",11095
"ENSMUSG00000016128",3
"ENSMUSG00000016150",0
"ENSMUSG00000016179",81
"ENSMUSG00000016181",4260
"ENSMUSG00000016194",238
"ENSMUSG00000016200",1
"ENSMUSG00000016206",8182
"ENSMUSG00000016239",1255
"ENSMUSG00000016252",16952
"ENSMUSG00000016253",12734
"ENSMUSG00000016255",0
"ENSMUSG00000016256",27315
"ENSMUSG00000016257",7915
"ENSMUSG00000016262",1
"ENSMUSG00000016283",1
"ENSMUSG00000016308",13880
"ENSMUSG00000016319",73178
"ENSMUSG00000016327",9
"ENSMUSG00000016344",5171
"ENSMUSG00000016346",9
"ENSMUSG00000016349",0
"ENSMUSG00000016356",55
"ENSMUSG00000016382",0
"ENSMUSG00000016386",0
"ENSMUSG00000016409",6105
"ENSMUSG00000016427",9279
"ENSMUSG00000016458",13
"ENSMUSG00000016477",7263
"ENSMUSG00000016481",11947
"ENSMUSG00000016487",1695
"ENSMUSG00000016493",626
"ENSMUSG00000016494",222734
"ENSMUSG00000016495",3785
"ENSMUSG00000016496",410
"ENSMUSG00000016498",2
"ENSMUSG00000016503",8438
"ENSMUSG00000016510",1754
"ENSMUSG00000016520",2297
"ENSMUSG00000016524",4
"ENSMUSG00000016526",4264
"ENSMUSG00000016528",28413
"ENSMUSG00000016529",14
"ENSMUSG00000016534",32800
"ENSMUSG00000016541",33462
"ENSMUSG00000016552",9718
"ENSMUSG00000016554",34122
"ENSMUSG00000016559",69863
"ENSMUSG00000016619",13365
"ENSMUSG00000016624",112
"ENSMUSG00000016626",0
"ENSMUSG00000016637",7765
"ENSMUSG00000016664",8840
"ENSMUSG00000016756",486
"ENSMUSG00000016757",8850
"ENSMUSG00000016758",1
"ENSMUSG00000016763",4
"ENSMUSG00000016831",12814
"ENSMUSG00000016833",4743
"ENSMUSG00000016918",0
"ENSMUSG00000016921",50132
"ENSMUSG00000016933",5192
"ENSMUSG00000016940",2889
"ENSMUSG00000016942",30
"ENSMUSG00000016946",7359
"ENSMUSG00000016982",19
"ENSMUSG00000016984",5619
"ENSMUSG00000016995",0
"ENSMUSG00000016998",0
"ENSMUSG00000017000",0
"ENSMUSG00000017002",7243
"ENSMUSG00000017003",0
"ENSMUSG00000017004",0
"ENSMUSG00000017007",0
"ENSMUSG00000017009",1402
"ENSMUSG00000017049",0
"ENSMUSG00000017057",60
"ENSMUSG00000017064",0
"ENSMUSG00000017119",19811
"ENSMUSG00000017132",6033
"ENSMUSG00000017144",807
"ENSMUSG00000017146",15767
